"","country","iso_code","date","total_vaccinations","people_vaccinated","people_fully_vaccinated","daily_vaccinations_raw","daily_vaccinations","total_vaccinations_per_hundred","people_vaccinated_per_hundred","people_fully_vaccinated_per_hundred","daily_vaccinations_per_million","vaccines","source_name","source_website","max_full_vac"
"114","Bermuda","BMU",2021-01-12,NA,NA,NA,NA,278,NA,NA,NA,4464,"Pfizer/BioNTech","Government of Bermuda","https://bernews.com/2021/04/evening-video-govt-covid-19-press-conference-3/",27.88
"115","Bermuda","BMU",2021-01-13,NA,NA,NA,NA,278,NA,NA,NA,4464,"Pfizer/BioNTech","Government of Bermuda","https://bernews.com/2021/04/evening-video-govt-covid-19-press-conference-3/",27.88
"116","Bermuda","BMU",2021-01-14,NA,NA,NA,NA,278,NA,NA,NA,4464,"Pfizer/BioNTech","Government of Bermuda","https://bernews.com/2021/04/evening-video-govt-covid-19-press-conference-3/",27.88
"117","Bermuda","BMU",2021-01-15,NA,NA,NA,NA,278,NA,NA,NA,4464,"Pfizer/BioNTech","Government of Bermuda","https://bernews.com/2021/04/evening-video-govt-covid-19-press-conference-3/",27.88
"118","Bermuda","BMU",2021-01-16,1665,1665,NA,NA,278,2.67,2.67,NA,4464,"Pfizer/BioNTech","Government of Bermuda","https://bernews.com/2021/04/evening-video-govt-covid-19-press-conference-3/",27.88
"119","Bermuda","BMU",2021-01-17,NA,NA,NA,NA,264,NA,NA,NA,4239,"Pfizer/BioNTech","Government of Bermuda","https://bernews.com/2021/04/evening-video-govt-covid-19-press-conference-3/",27.88
"120","Bermuda","BMU",2021-01-18,NA,NA,NA,NA,250,NA,NA,NA,4015,"Pfizer/BioNTech","Government of Bermuda","https://bernews.com/2021/04/evening-video-govt-covid-19-press-conference-3/",27.88
"121","Bermuda","BMU",2021-01-19,NA,NA,NA,NA,236,NA,NA,NA,3790,"Pfizer/BioNTech","Government of Bermuda","https://bernews.com/2021/04/evening-video-govt-covid-19-press-conference-3/",27.88
"122","Bermuda","BMU",2021-01-20,NA,NA,NA,NA,222,NA,NA,NA,3565,"Pfizer/BioNTech","Government of Bermuda","https://bernews.com/2021/04/evening-video-govt-covid-19-press-conference-3/",27.88
"123","Bermuda","BMU",2021-01-21,NA,NA,NA,NA,209,NA,NA,NA,3356,"Pfizer/BioNTech","Government of Bermuda","https://bernews.com/2021/04/evening-video-govt-covid-19-press-conference-3/",27.88
"124","Bermuda","BMU",2021-01-22,NA,NA,NA,NA,195,NA,NA,NA,3131,"Pfizer/BioNTech","Government of Bermuda","https://bernews.com/2021/04/evening-video-govt-covid-19-press-conference-3/",27.88
"125","Bermuda","BMU",2021-01-23,2932,2932,NA,NA,181,4.71,4.71,NA,2907,"Pfizer/BioNTech","Government of Bermuda","https://bernews.com/2021/04/evening-video-govt-covid-19-press-conference-3/",27.88
"126","Bermuda","BMU",2021-01-24,NA,NA,NA,NA,195,NA,NA,NA,3131,"Pfizer/BioNTech","Government of Bermuda","https://bernews.com/2021/04/evening-video-govt-covid-19-press-conference-3/",27.88
"127","Bermuda","BMU",2021-01-25,NA,NA,NA,NA,209,NA,NA,NA,3356,"Pfizer/BioNTech","Government of Bermuda","https://bernews.com/2021/04/evening-video-govt-covid-19-press-conference-3/",27.88
"128","Bermuda","BMU",2021-01-26,NA,NA,NA,NA,224,NA,NA,NA,3597,"Pfizer/BioNTech","Government of Bermuda","https://bernews.com/2021/04/evening-video-govt-covid-19-press-conference-3/",27.88
"129","Bermuda","BMU",2021-01-27,NA,NA,NA,NA,238,NA,NA,NA,3822,"Pfizer/BioNTech","Government of Bermuda","https://bernews.com/2021/04/evening-video-govt-covid-19-press-conference-3/",27.88
"130","Bermuda","BMU",2021-01-28,NA,NA,NA,NA,252,NA,NA,NA,4047,"Pfizer/BioNTech","Government of Bermuda","https://bernews.com/2021/04/evening-video-govt-covid-19-press-conference-3/",27.88
"131","Bermuda","BMU",2021-01-29,NA,NA,NA,NA,266,NA,NA,NA,4272,"Pfizer/BioNTech","Government of Bermuda","https://bernews.com/2021/04/evening-video-govt-covid-19-press-conference-3/",27.88
"132","Bermuda","BMU",2021-01-30,4897,4897,NA,NA,281,7.86,7.86,NA,4512,"Pfizer/BioNTech","Government of Bermuda","https://bernews.com/2021/04/evening-video-govt-covid-19-press-conference-3/",27.88
"133","Bermuda","BMU",2021-01-31,NA,NA,NA,NA,326,NA,NA,NA,5235,"Pfizer/BioNTech","Government of Bermuda","https://bernews.com/2021/04/evening-video-govt-covid-19-press-conference-3/",27.88
"134","Bermuda","BMU",2021-02-01,NA,NA,NA,NA,372,NA,NA,NA,5974,"Pfizer/BioNTech","Government of Bermuda","https://bernews.com/2021/04/evening-video-govt-covid-19-press-conference-3/",27.88
"135","Bermuda","BMU",2021-02-02,NA,NA,NA,NA,417,NA,NA,NA,6696,"Pfizer/BioNTech","Government of Bermuda","https://bernews.com/2021/04/evening-video-govt-covid-19-press-conference-3/",27.88
"136","Bermuda","BMU",2021-02-03,NA,NA,NA,NA,463,NA,NA,NA,7435,"Pfizer/BioNTech","Government of Bermuda","https://bernews.com/2021/04/evening-video-govt-covid-19-press-conference-3/",27.88
"137","Bermuda","BMU",2021-02-04,NA,NA,NA,NA,509,NA,NA,NA,8174,"Pfizer/BioNTech","Government of Bermuda","https://bernews.com/2021/04/evening-video-govt-covid-19-press-conference-3/",27.88
"138","Bermuda","BMU",2021-02-05,NA,NA,NA,NA,554,NA,NA,NA,8896,"Pfizer/BioNTech","Government of Bermuda","https://bernews.com/2021/04/evening-video-govt-covid-19-press-conference-3/",27.88
"139","Bermuda","BMU",2021-02-06,9095,7504,1591,NA,600,14.61,12.05,2.55,9635,"Pfizer/BioNTech","Government of Bermuda","https://bernews.com/2021/04/evening-video-govt-covid-19-press-conference-3/",27.88
"140","Bermuda","BMU",2021-02-07,NA,NA,NA,NA,557,NA,NA,NA,8944,"Pfizer/BioNTech","Government of Bermuda","https://bernews.com/2021/04/evening-video-govt-covid-19-press-conference-3/",27.88
"141","Bermuda","BMU",2021-02-08,NA,NA,NA,NA,515,NA,NA,NA,8270,"Pfizer/BioNTech","Government of Bermuda","https://bernews.com/2021/04/evening-video-govt-covid-19-press-conference-3/",27.88
"142","Bermuda","BMU",2021-02-09,10000,8400,1600,NA,472,16.06,13.49,2.57,7580,"Pfizer/BioNTech","Government of Bermuda","https://bernews.com/2021/04/evening-video-govt-covid-19-press-conference-3/",27.88
"143","Bermuda","BMU",2021-02-10,NA,NA,NA,NA,461,NA,NA,NA,7403,"Pfizer/BioNTech","Government of Bermuda","https://bernews.com/2021/04/evening-video-govt-covid-19-press-conference-3/",27.88
"144","Bermuda","BMU",2021-02-11,NA,NA,NA,NA,451,NA,NA,NA,7242,"Pfizer/BioNTech","Government of Bermuda","https://bernews.com/2021/04/evening-video-govt-covid-19-press-conference-3/",27.88
"145","Bermuda","BMU",2021-02-12,NA,NA,NA,NA,440,NA,NA,NA,7066,"Pfizer/BioNTech","Government of Bermuda","https://bernews.com/2021/04/evening-video-govt-covid-19-press-conference-3/",27.88
"146","Bermuda","BMU",2021-02-13,NA,NA,NA,NA,430,NA,NA,NA,6905,"Pfizer/BioNTech","Government of Bermuda","https://bernews.com/2021/04/evening-video-govt-covid-19-press-conference-3/",27.88
"147","Bermuda","BMU",2021-02-14,NA,NA,NA,NA,462,NA,NA,NA,7419,"Pfizer/BioNTech","Government of Bermuda","https://bernews.com/2021/04/evening-video-govt-covid-19-press-conference-3/",27.88
"148","Bermuda","BMU",2021-02-15,13155,NA,NA,NA,494,21.12,NA,NA,7933,"Pfizer/BioNTech","Government of Bermuda","https://bernews.com/2021/04/evening-video-govt-covid-19-press-conference-3/",27.88
"149","Bermuda","BMU",2021-02-16,NA,NA,NA,NA,531,NA,NA,NA,8527,"Pfizer/BioNTech","Government of Bermuda","https://bernews.com/2021/04/evening-video-govt-covid-19-press-conference-3/",27.88
"150","Bermuda","BMU",2021-02-17,NA,NA,NA,NA,536,NA,NA,NA,8607,"Pfizer/BioNTech","Government of Bermuda","https://bernews.com/2021/04/evening-video-govt-covid-19-press-conference-3/",27.88
"151","Bermuda","BMU",2021-02-18,NA,NA,NA,NA,540,NA,NA,NA,8671,"Pfizer/BioNTech","Government of Bermuda","https://bernews.com/2021/04/evening-video-govt-covid-19-press-conference-3/",27.88
"152","Bermuda","BMU",2021-02-19,NA,NA,NA,NA,545,NA,NA,NA,8752,"Pfizer/BioNTech","Government of Bermuda","https://bernews.com/2021/04/evening-video-govt-covid-19-press-conference-3/",27.88
"153","Bermuda","BMU",2021-02-20,NA,NA,NA,NA,550,NA,NA,NA,8832,"Pfizer/BioNTech","Government of Bermuda","https://bernews.com/2021/04/evening-video-govt-covid-19-press-conference-3/",27.88
"154","Bermuda","BMU",2021-02-21,NA,NA,NA,NA,555,NA,NA,NA,8912,"Pfizer/BioNTech","Government of Bermuda","https://bernews.com/2021/04/evening-video-govt-covid-19-press-conference-3/",27.88
"155","Bermuda","BMU",2021-02-22,17073,12304,4769,NA,560,27.42,19.76,7.66,8993,"Pfizer/BioNTech","Government of Bermuda","https://bernews.com/2021/04/evening-video-govt-covid-19-press-conference-3/",27.88
"156","Bermuda","BMU",2021-02-23,NA,NA,NA,NA,584,NA,NA,NA,9378,"Pfizer/BioNTech","Government of Bermuda","https://bernews.com/2021/04/evening-video-govt-covid-19-press-conference-3/",27.88
"157","Bermuda","BMU",2021-02-24,NA,NA,NA,NA,607,NA,NA,NA,9747,"Pfizer/BioNTech","Government of Bermuda","https://bernews.com/2021/04/evening-video-govt-covid-19-press-conference-3/",27.88
"158","Bermuda","BMU",2021-02-25,NA,NA,NA,NA,631,NA,NA,NA,10133,"Pfizer/BioNTech","Government of Bermuda","https://bernews.com/2021/04/evening-video-govt-covid-19-press-conference-3/",27.88
"159","Bermuda","BMU",2021-02-26,NA,NA,NA,NA,655,NA,NA,NA,10518,"Pfizer/BioNTech","Government of Bermuda","https://bernews.com/2021/04/evening-video-govt-covid-19-press-conference-3/",27.88
"160","Bermuda","BMU",2021-02-27,20705,13659,7046,NA,679,33.25,21.93,11.31,10904,"Pfizer/BioNTech","Government of Bermuda","https://bernews.com/2021/04/evening-video-govt-covid-19-press-conference-3/",27.88
"161","Bermuda","BMU",2021-02-28,NA,NA,NA,NA,648,NA,NA,NA,10406,"Pfizer/BioNTech","Government of Bermuda","https://bernews.com/2021/04/evening-video-govt-covid-19-press-conference-3/",27.88
"162","Bermuda","BMU",2021-03-01,21387,NA,NA,NA,616,34.34,NA,NA,9892,"Pfizer/BioNTech","Government of Bermuda","https://bernews.com/2021/04/evening-video-govt-covid-19-press-conference-3/",27.88
"163","Bermuda","BMU",2021-03-02,NA,NA,NA,NA,695,NA,NA,NA,11161,"Pfizer/BioNTech","Government of Bermuda","https://bernews.com/2021/04/evening-video-govt-covid-19-press-conference-3/",27.88
"164","Bermuda","BMU",2021-03-03,23939,15294,8645,NA,773,38.44,24.56,13.88,12413,"Pfizer/BioNTech","Government of Bermuda","https://bernews.com/2021/04/evening-video-govt-covid-19-press-conference-3/",27.88
"165","Bermuda","BMU",2021-03-04,NA,NA,NA,NA,747,NA,NA,NA,11996,"Pfizer/BioNTech","Government of Bermuda","https://bernews.com/2021/04/evening-video-govt-covid-19-press-conference-3/",27.88
"166","Bermuda","BMU",2021-03-05,NA,NA,NA,NA,720,NA,NA,NA,11562,"Pfizer/BioNTech","Government of Bermuda","https://bernews.com/2021/04/evening-video-govt-covid-19-press-conference-3/",27.88
"167","Bermuda","BMU",2021-03-06,NA,NA,NA,NA,694,NA,NA,NA,11144,"Pfizer/BioNTech","Government of Bermuda","https://bernews.com/2021/04/evening-video-govt-covid-19-press-conference-3/",27.88
"168","Bermuda","BMU",2021-03-07,NA,NA,NA,NA,723,NA,NA,NA,11610,"Pfizer/BioNTech","Government of Bermuda","https://bernews.com/2021/04/evening-video-govt-covid-19-press-conference-3/",27.88
"169","Bermuda","BMU",2021-03-08,NA,NA,NA,NA,751,NA,NA,NA,12060,"Pfizer/BioNTech","Government of Bermuda","https://bernews.com/2021/04/evening-video-govt-covid-19-press-conference-3/",27.88
"170","Bermuda","BMU",2021-03-09,NA,NA,NA,NA,646,NA,NA,NA,10374,"Pfizer/BioNTech","Government of Bermuda","https://bernews.com/2021/04/evening-video-govt-covid-19-press-conference-3/",27.88
"171","Bermuda","BMU",2021-03-10,27727,17395,10332,NA,541,44.52,27.93,16.59,8688,"Pfizer/BioNTech","Government of Bermuda","https://bernews.com/2021/04/evening-video-govt-covid-19-press-conference-3/",27.88
"172","Bermuda","BMU",2021-03-11,NA,NA,NA,NA,543,NA,NA,NA,8720,"Pfizer/BioNTech","Government of Bermuda","https://bernews.com/2021/04/evening-video-govt-covid-19-press-conference-3/",27.88
"173","Bermuda","BMU",2021-03-12,NA,NA,NA,NA,544,NA,NA,NA,8736,"Pfizer/BioNTech","Government of Bermuda","https://bernews.com/2021/04/evening-video-govt-covid-19-press-conference-3/",27.88
"174","Bermuda","BMU",2021-03-13,NA,NA,NA,NA,545,NA,NA,NA,8752,"Pfizer/BioNTech","Government of Bermuda","https://bernews.com/2021/04/evening-video-govt-covid-19-press-conference-3/",27.88
"175","Bermuda","BMU",2021-03-14,NA,NA,NA,NA,547,NA,NA,NA,8784,"Pfizer/BioNTech","Government of Bermuda","https://bernews.com/2021/04/evening-video-govt-covid-19-press-conference-3/",27.88
"176","Bermuda","BMU",2021-03-15,30481,18807,11674,NA,548,48.95,30.2,18.75,8800,"Pfizer/BioNTech","Government of Bermuda","https://bernews.com/2021/04/evening-video-govt-covid-19-press-conference-3/",27.88
"177","Bermuda","BMU",2021-03-16,NA,NA,NA,NA,547,NA,NA,NA,8784,"Pfizer/BioNTech","Government of Bermuda","https://bernews.com/2021/04/evening-video-govt-covid-19-press-conference-3/",27.88
"178","Bermuda","BMU",2021-03-17,NA,NA,NA,NA,545,NA,NA,NA,8752,"Pfizer/BioNTech","Government of Bermuda","https://bernews.com/2021/04/evening-video-govt-covid-19-press-conference-3/",27.88
"179","Bermuda","BMU",2021-03-18,NA,NA,NA,NA,543,NA,NA,NA,8720,"Pfizer/BioNTech","Government of Bermuda","https://bernews.com/2021/04/evening-video-govt-covid-19-press-conference-3/",27.88
"180","Bermuda","BMU",2021-03-19,NA,NA,NA,NA,540,NA,NA,NA,8671,"Pfizer/BioNTech","Government of Bermuda","https://bernews.com/2021/04/evening-video-govt-covid-19-press-conference-3/",27.88
"181","Bermuda","BMU",2021-03-20,NA,NA,NA,NA,537,NA,NA,NA,8623,"Pfizer/BioNTech","Government of Bermuda","https://bernews.com/2021/04/evening-video-govt-covid-19-press-conference-3/",27.88
"182","Bermuda","BMU",2021-03-21,NA,NA,NA,NA,535,NA,NA,NA,8591,"Pfizer/BioNTech","Government of Bermuda","https://bernews.com/2021/04/evening-video-govt-covid-19-press-conference-3/",27.88
"183","Bermuda","BMU",2021-03-22,34204,21049,13155,NA,532,54.93,33.8,21.12,8543,"Pfizer/BioNTech","Government of Bermuda","https://bernews.com/2021/04/evening-video-govt-covid-19-press-conference-3/",27.88
"184","Bermuda","BMU",2021-03-23,NA,NA,NA,NA,558,NA,NA,NA,8961,"Pfizer/BioNTech","Government of Bermuda","https://bernews.com/2021/04/evening-video-govt-covid-19-press-conference-3/",27.88
"185","Bermuda","BMU",2021-03-24,NA,NA,NA,NA,585,NA,NA,NA,9394,"Pfizer/BioNTech","Government of Bermuda","https://bernews.com/2021/04/evening-video-govt-covid-19-press-conference-3/",27.88
"186","Bermuda","BMU",2021-03-25,NA,NA,NA,NA,611,NA,NA,NA,9812,"Pfizer/BioNTech","Government of Bermuda","https://bernews.com/2021/04/evening-video-govt-covid-19-press-conference-3/",27.88
"187","Bermuda","BMU",2021-03-26,NA,NA,NA,NA,638,NA,NA,NA,10245,"Pfizer/BioNTech","Government of Bermuda","https://bernews.com/2021/04/evening-video-govt-covid-19-press-conference-3/",27.88
"188","Bermuda","BMU",2021-03-27,37788,22417,15371,NA,664,60.68,36,24.68,10663,"Pfizer/BioNTech","Government of Bermuda","https://bernews.com/2021/04/evening-video-govt-covid-19-press-conference-3/",27.88
"189","Bermuda","BMU",2021-03-28,NA,NA,NA,NA,648,NA,NA,NA,10406,"Pfizer/BioNTech","Government of Bermuda","https://bernews.com/2021/04/evening-video-govt-covid-19-press-conference-3/",27.88
"190","Bermuda","BMU",2021-03-29,NA,NA,NA,NA,632,NA,NA,NA,10149,"Pfizer/BioNTech","Government of Bermuda","https://bernews.com/2021/04/evening-video-govt-covid-19-press-conference-3/",27.88
"191","Bermuda","BMU",2021-03-30,NA,NA,NA,NA,590,NA,NA,NA,9474,"Pfizer/BioNTech","Government of Bermuda","https://bernews.com/2021/04/evening-video-govt-covid-19-press-conference-3/",27.88
"192","Bermuda","BMU",2021-03-31,NA,NA,NA,NA,547,NA,NA,NA,8784,"Pfizer/BioNTech","Government of Bermuda","https://bernews.com/2021/04/evening-video-govt-covid-19-press-conference-3/",27.88
"193","Bermuda","BMU",2021-04-01,NA,NA,NA,NA,505,NA,NA,NA,8109,"Pfizer/BioNTech","Government of Bermuda","https://bernews.com/2021/04/evening-video-govt-covid-19-press-conference-3/",27.88
"194","Bermuda","BMU",2021-04-02,NA,NA,NA,NA,463,NA,NA,NA,7435,"Pfizer/BioNTech","Government of Bermuda","https://bernews.com/2021/04/evening-video-govt-covid-19-press-conference-3/",27.88
"195","Bermuda","BMU",2021-04-03,NA,NA,NA,NA,420,NA,NA,NA,6744,"Pfizer/BioNTech","Government of Bermuda","https://bernews.com/2021/04/evening-video-govt-covid-19-press-conference-3/",27.88
"196","Bermuda","BMU",2021-04-04,41152,23791,17361,NA,420,66.08,38.2,27.88,6744,"Pfizer/BioNTech","Government of Bermuda","https://bernews.com/2021/04/evening-video-govt-covid-19-press-conference-3/",27.88
"197","Cayman Islands","CYM",2020-12-26,0,0,NA,NA,NA,0,0,NA,NA,"Pfizer/BioNTech","Cayman Islands Government","https://www.exploregov.ky/coronavirus-statistics",37.36
"198","Cayman Islands","CYM",2020-12-27,NA,NA,NA,NA,275,NA,NA,NA,4184,"Pfizer/BioNTech","Cayman Islands Government","https://www.exploregov.ky/coronavirus-statistics",37.36
"199","Cayman Islands","CYM",2020-12-28,NA,NA,NA,NA,275,NA,NA,NA,4184,"Pfizer/BioNTech","Cayman Islands Government","https://www.exploregov.ky/coronavirus-statistics",37.36
"200","Cayman Islands","CYM",2020-12-29,NA,NA,NA,NA,275,NA,NA,NA,4184,"Pfizer/BioNTech","Cayman Islands Government","https://www.exploregov.ky/coronavirus-statistics",37.36
"201","Cayman Islands","CYM",2020-12-30,NA,NA,NA,NA,275,NA,NA,NA,4184,"Pfizer/BioNTech","Cayman Islands Government","https://www.exploregov.ky/coronavirus-statistics",37.36
"202","Cayman Islands","CYM",2020-12-31,NA,NA,NA,NA,275,NA,NA,NA,4184,"Pfizer/BioNTech","Cayman Islands Government","https://www.exploregov.ky/coronavirus-statistics",37.36
"203","Cayman Islands","CYM",2021-01-01,NA,NA,NA,NA,275,NA,NA,NA,4184,"Pfizer/BioNTech","Cayman Islands Government","https://www.exploregov.ky/coronavirus-statistics",37.36
"204","Cayman Islands","CYM",2021-01-02,NA,NA,NA,NA,275,NA,NA,NA,4184,"Pfizer/BioNTech","Cayman Islands Government","https://www.exploregov.ky/coronavirus-statistics",37.36
"205","Cayman Islands","CYM",2021-01-03,NA,NA,NA,NA,275,NA,NA,NA,4184,"Pfizer/BioNTech","Cayman Islands Government","https://www.exploregov.ky/coronavirus-statistics",37.36
"206","Cayman Islands","CYM",2021-01-04,NA,NA,NA,NA,275,NA,NA,NA,4184,"Pfizer/BioNTech","Cayman Islands Government","https://www.exploregov.ky/coronavirus-statistics",37.36
"207","Cayman Islands","CYM",2021-01-05,NA,NA,NA,NA,275,NA,NA,NA,4184,"Pfizer/BioNTech","Cayman Islands Government","https://www.exploregov.ky/coronavirus-statistics",37.36
"208","Cayman Islands","CYM",2021-01-06,NA,NA,NA,NA,275,NA,NA,NA,4184,"Pfizer/BioNTech","Cayman Islands Government","https://www.exploregov.ky/coronavirus-statistics",37.36
"209","Cayman Islands","CYM",2021-01-07,NA,NA,NA,NA,275,NA,NA,NA,4184,"Pfizer/BioNTech","Cayman Islands Government","https://www.exploregov.ky/coronavirus-statistics",37.36
"210","Cayman Islands","CYM",2021-01-08,NA,NA,NA,NA,275,NA,NA,NA,4184,"Pfizer/BioNTech","Cayman Islands Government","https://www.exploregov.ky/coronavirus-statistics",37.36
"211","Cayman Islands","CYM",2021-01-09,NA,NA,NA,NA,275,NA,NA,NA,4184,"Pfizer/BioNTech","Cayman Islands Government","https://www.exploregov.ky/coronavirus-statistics",37.36
"212","Cayman Islands","CYM",2021-01-10,NA,NA,NA,NA,275,NA,NA,NA,4184,"Pfizer/BioNTech","Cayman Islands Government","https://www.exploregov.ky/coronavirus-statistics",37.36
"213","Cayman Islands","CYM",2021-01-11,NA,NA,NA,NA,275,NA,NA,NA,4184,"Pfizer/BioNTech","Cayman Islands Government","https://www.exploregov.ky/coronavirus-statistics",37.36
"214","Cayman Islands","CYM",2021-01-12,NA,NA,NA,NA,275,NA,NA,NA,4184,"Pfizer/BioNTech","Cayman Islands Government","https://www.exploregov.ky/coronavirus-statistics",37.36
"215","Cayman Islands","CYM",2021-01-13,NA,NA,NA,NA,275,NA,NA,NA,4184,"Pfizer/BioNTech","Cayman Islands Government","https://www.exploregov.ky/coronavirus-statistics",37.36
"216","Cayman Islands","CYM",2021-01-14,NA,NA,NA,NA,275,NA,NA,NA,4184,"Pfizer/BioNTech","Cayman Islands Government","https://www.exploregov.ky/coronavirus-statistics",37.36
"217","Cayman Islands","CYM",2021-01-15,NA,NA,NA,NA,275,NA,NA,NA,4184,"Pfizer/BioNTech","Cayman Islands Government","https://www.exploregov.ky/coronavirus-statistics",37.36
"218","Cayman Islands","CYM",2021-01-16,NA,NA,NA,NA,275,NA,NA,NA,4184,"Pfizer/BioNTech","Cayman Islands Government","https://www.exploregov.ky/coronavirus-statistics",37.36
"219","Cayman Islands","CYM",2021-01-17,NA,NA,NA,NA,275,NA,NA,NA,4184,"Pfizer/BioNTech","Cayman Islands Government","https://www.exploregov.ky/coronavirus-statistics",37.36
"220","Cayman Islands","CYM",2021-01-18,NA,NA,NA,NA,275,NA,NA,NA,4184,"Pfizer/BioNTech","Cayman Islands Government","https://www.exploregov.ky/coronavirus-statistics",37.36
"221","Cayman Islands","CYM",2021-01-19,NA,NA,NA,NA,275,NA,NA,NA,4184,"Pfizer/BioNTech","Cayman Islands Government","https://www.exploregov.ky/coronavirus-statistics",37.36
"222","Cayman Islands","CYM",2021-01-20,NA,NA,NA,NA,275,NA,NA,NA,4184,"Pfizer/BioNTech","Cayman Islands Government","https://www.exploregov.ky/coronavirus-statistics",37.36
"223","Cayman Islands","CYM",2021-01-21,NA,NA,NA,NA,275,NA,NA,NA,4184,"Pfizer/BioNTech","Cayman Islands Government","https://www.exploregov.ky/coronavirus-statistics",37.36
"224","Cayman Islands","CYM",2021-01-22,NA,NA,NA,NA,275,NA,NA,NA,4184,"Pfizer/BioNTech","Cayman Islands Government","https://www.exploregov.ky/coronavirus-statistics",37.36
"225","Cayman Islands","CYM",2021-01-23,NA,NA,NA,NA,275,NA,NA,NA,4184,"Pfizer/BioNTech","Cayman Islands Government","https://www.exploregov.ky/coronavirus-statistics",37.36
"226","Cayman Islands","CYM",2021-01-24,NA,NA,NA,NA,275,NA,NA,NA,4184,"Pfizer/BioNTech","Cayman Islands Government","https://www.exploregov.ky/coronavirus-statistics",37.36
"227","Cayman Islands","CYM",2021-01-25,NA,NA,NA,NA,275,NA,NA,NA,4184,"Pfizer/BioNTech","Cayman Islands Government","https://www.exploregov.ky/coronavirus-statistics",37.36
"228","Cayman Islands","CYM",2021-01-26,NA,NA,NA,NA,275,NA,NA,NA,4184,"Pfizer/BioNTech","Cayman Islands Government","https://www.exploregov.ky/coronavirus-statistics",37.36
